,year,scripture_references
316,2011,Alma 23:6; Doctrine and Covenants 121:36; Alma 19:16–17; Alma 13:3; 2 Nephi 5:27; Alma 48:11; Doctrine and Covenants 46:33; Doctrine and Covenants 121:45
317,2011,D&C 20:77; 2 Nephi 31:21; 3 Nephi 27:8; Mosiah 5:12; Mosiah 5:8; Mosiah 18:9
318,2011,Doctrine and Covenants 88:63; Exodus 20:3–4; Isaiah 32:17; 3 Nephi 18:18; Moroni 8:18; 1 Corinthians 2:14; Doctrine and Covenants 87:8; Isaiah 41:10
319,2011,Doctrine and Covenants 124:58; Jeremiah 31:33; Acts 3:25; John 3:16; Doctrine and Covenants 130:21; 1 Nephi 15:18; Doctrine and Covenants 84:35; Doctrine and Covenants 2:1; Ezekiel 11:20; Leviticus 26:42; Doctrine and Covenants 84:33; Romans 2:15; Doctrine and Covenants 66:2; Genesis 28:1–4; Hebrews 10:16; 2 Corinthians 3:2; 1 Chronicles 16:15; Abraham 3:25; Acts 10:34–35; Doctrine and Covenants 138:57; 3 Nephi 20:25; Exodus 19:5; Alma 13:1–9; Doctrine and Covenants 132:30; Genesis 17:1–10; Isaiah 55:3; Deuteronomy 7:9; Doctrine and Covenants 84:38; Doctrine and Covenants 82:10; Hebrews 8:10; 3 Nephi 20:26; Doctrine and Covenants 86:8; Psalm 105:8; 2 Corinthians 6:16; Doctrine and Covenants 14:7; Doctrine and Covenants 20:37; Zechariah 8:8; Mosiah 2:41; Genesis 26:1–5; Genesis 9:14–15; Jeremiah 24:7; Galatians 3:29; 2 Nephi 25:26; 1 Nephi 15:13; Psalm 95:7; 3 Nephi 29:1; Genesis 9:20
320,2011,John 6:38; John 8:58; John 1:29; John 8:12; John 14:26; John 7:17; Hebrews 1:3; 3 Nephi 11:29; Matthew 20:28; John 17:2; 2 Corinthians 4:4; John 10:28; Luke 2:49; John 6:27; John 14:6; Luke 10:1; John 6:49; John 6:51; Matthew 6:38; Matthew 7:7; John 3:16–17; Matthew 11:27; John 10:27; Matthew 26:28; Luke 10:17; John 10:10; Matthew 22:42; Matthew 7:22–23; John 6:60; 3 Nephi 27:14; John 5:19; John 14:7–9; 3 Nephi 11:11; 2 Corinthians 13:5; John 1:2–3; Matthew 18:18; Matthew 16:19; Matthew 7:21; John 16:13; 3 Nephi 11:10; Matthew 10:1; Matthew 6:33; Matthew 17:5; 3 Nephi 11:14
321,2011,Moroni 6:9; Luke 12:12; John 7:17; Moroni 10:5; Doctrine and Covenants 50:14; 2 Nephi 28:30; 2 Nephi 32:1
322,2011,Doctrine and Covenants 64:34; Ezekiel 34:11; Isaiah 52:7
323,2011,Alma 5:33; Doctrine and Covenants 58:42; 2 Nephi 2:27; John 14:6
324,2011,Matthew 6:10; Luke 11:1; Matthew 6:9; Ephesians 6:11; Matthew 6:9–13; Matthew 6:14; Luke 11:2; Luke 11:3; Luke 11:4; Luke 11:1–4; Matthew 6:11; 2 Nephi 32:8; 3 Nephi 18:20; Matthew 6:12; D&C 27:15; Matthew 7:9–11; Matthew 6:13
325,2011,Doctrine and Covenants 45:71; Doctrine and Covenants 42:44; 1 Corinthians 2:9; Doctrine and Covenants 122:9; Doctrine and Covenants 76:89; Doctrine and Covenants 42:22; Alma 60:13; Psalm 46:10; Doctrine and Covenants 101:16; 2 Nephi 32:7; Acts 10:34; Doctrine and Covenants 122:7; Alma 36:30; Doctrine and Covenants 101:18; John 16:33; Genesis 44:30–31; Doctrine and Covenants 59:21; Luke 17:1; Doctrine and Covenants 137:10; Mosiah 18:8–9; Doctrine and Covenants 137:7
326,2011,Exodus 20:15–16; F 1:13; Philippians 4:8; Alma 26:3
327,2011,Mark 10:16; Luke 10:25; Faith 1:13
328,2011,Doctrine and Covenants 25:2; Revelation 3:4; Proverbs 3:15; Doctrine and Covenants 25:13; Moroni 9:9; Faith 1:13
329,2011,Alma 32:38–39; Alma 32:40–43; Alma 32:27; John 7:17; Doctrine and Covenants 138:23; Luke 18:22; Doctrine and Covenants 14:7; Doctrine and Covenants 50:24; Moroni 10:3–5; History 1:38–39; Malachi 4:5–6
330,2011,3 Nephi 18:6; Mark 2:27; History 1:68–69; Mark 14:21; Doctrine and Covenants 6:12; Matthew 26:26–28; Exodus 20:8–11; Doctrine and Covenants 59:12; Genesis 2:3; Psalm 23:5; Doctrine and Covenants 27:12; Moses 5:5; Doctrine and Covenants 59:9; 1 Timothy 4:11; John 2:19; Mark 10:32–34; 3 Nephi 11:11; Doctrine and Covenants 115:5; John 17:16
331,2011,3 Nephi 17:21; Mosiah 3:19; Matthew 18:3–4
332,2011,2 Corinthians 12:7; Genesis 39:7–9; John 21:15–19; Alma 27:27; John 13:35; John 8:12; Abraham 2:11; Isaiah 53:5; Moses 7:62; Moroni 10:33; 1 Nephi 1:20; 3 Nephi 18:7; Doctrine and Covenants 90:24; 2 Nephi 31:5; Ruth 1:16
333,2011,Jeremiah 8:22; Mormon 5:11; Doctrine and Covenants 18:31; Doctrine and Covenants 50:40; Ether 12:26–27; 2 Nephi 2:1; 2 Corinthians 12:9; 3 Nephi 9:13; Job 23:10; Mosiah 3:19; Doctrine and Covenants 6:20; Alma 7:11–12; Mosiah 3:5–8; 3 Nephi 27:14; Alma 31:31; Hebrews 4:16; Matthew 11:29; 2 Nephi 9:21; Hebrews 12:3; Alma 36:14; Matthew 8:16; 1 Nephi 11:31
334,2011,Mosiah 4:26; Doctrine and Covenants 81:5; Moses 5:1; Doctrine and Covenants 138:56
335,2011,3 Nephi 14:7; Doctrine and Covenants 81:5; Matthew 7:7–8; Luke 11:9–10
336,2011,Doctrine and Covenants 42:44; Acts 1:3–11; D&C 115:4; Faith 1:6; John 17:14–19; 3 Nephi 27:2; 3 Nephi 11:27; Alma 42:8; Moses 5:8; Doctrine and Covenants 84:66; Acts 2:38; Doctrine and Covenants 1:30; Moroni 4:1–3; Doctrine and Covenants 121:33; Acts 2:2–4; Moroni 3:1–3; Alma 39:4–6; 2 Nephi 31:12; Mosiah 18:9; Doctrine and Covenants 1:20; Moroni 2:2; Exodus 20:15–16; Doctrine and Covenants 89:18; Mormon 8:30; 2 Nephi 25:26
337,2011,2 Timothy 3:12; Doctrine and Covenants 105:14; 2 Nephi 2:27; 2 Nephi 2:25; Doctrine and Covenants 89:19; 2 Peter 1:4; Malachi 3:10; Doctrine and Covenants 107:18; Abraham 3:25; Psalm 86:2–3; Doctrine and Covenants 98:2; Doctrine and Covenants 85:3; Doctrine and Covenants 122:7; Doctrine and Covenants 132:47; Doctrine and Covenants 98:37; Doctrine and Covenants 84:88; Doctrine and Covenants 86:8; Isaiah 49:25; Isaiah 45:3; Abraham 2:11
338,2011,Acts 17:27–28; Doctrine and Covenants 130:2; Doctrine and Covenants 68:25; Alma 42:8
339,2011,Mosiah 5:2; 1 Nephi 11:17; Moroni 10:4–5; D&C 1:11; Mormon 1:7; D&C 42:23; Alma 5:12–14; John 14:15; John 7:16–17; D&C 1:20
340,2011,1 Nephi 10:19; Alma 39:14; Alma 29:4; D&C 46:8; Alma 32:27; D&C 88:63; Moroni 7:48; D&C 88:83; D&C 137:9; Jacob 2:18; Alma 57:25–26; Enos 1:9; Alma 60:36; Alma 22:15
341,2011,Moses 6:63; Matthew 22:36–40; John 13:34–35; Moroni 7:48; Alma 37:6–7; Matthew 7:12; Moroni 7:47
342,2011,Doctrine and Covenants 43:18; Doctrine and Covenants 45:48; Doctrine and Covenants 29:13; Mosiah 3:17; Doctrine and Covenants 88:96; Moses 7:62; 1 Nephi 14:12; Doctrine and Covenants 45:44; Doctrine and Covenants 29:7; Doctrine and Covenants 45:45; Doctrine and Covenants 90:11; Doctrine and Covenants 45:49; Daniel 2:45
343,2011,in 3:59; 1 Corinthians 9:10; 2 Nephi 31:20; Moroni 10:20–21; 1 Peter 3:15
344,2011,Doctrine and Covenants 107:85; Joel 2:28; D&C 20:57; D&C 13:1; D&C 20:59; History 1:41; D&C 20:53; History 1:69; D&C 84:111; D&C 124:142
345,2011,1 Nephi 19:24; Alma 26:13; Doctrine and Covenants 84:38; Doctrine and Covenants 84:20; Philippians 4:13; Doctrine and Covenants 93:19; James 1:22; Doctrine and Covenants 88:40; Doctrine and Covenants 84:34; Psalm 89:15; Doctrine and Covenants 50:24; Doctrine and Covenants 84:19; 2 Nephi 28:30; Doctrine and Covenants 84:33
346,2011,Doctrine and Covenants 107:27; Doctrine and Covenants 138:56; Doctrine and Covenants 88:119; Doctrine and Covenants 88:133; Doctrine and Covenants 107:87
347,2011,John 17:14; Doctrine and Covenants 121:36; Exodus 20:7; Isaiah 1:18; Doctrine and Covenants 49:5; Doctrine and Covenants 58:42; at 8:00; at 2:00
348,2011,John 20:29; Acts 9:6; Acts 9:3–4; Alma 5:14; Mark 10:14; Acts 8:3; Doctrine and Covenants 28:16; Moroni 10:3–5; Doctrine and Covenants 60:2
349,2011,Isaiah 48:10; Matthew 25:21; 2 Peter 1:4; 2 Nephi 2:2; Exodus 14:5–30; 2 Corinthians 11:23; 2 Corinthians 4:17; Romans 8:35; Abraham 3:25; 1 Nephi 20:10; Hebrews 12:11; Philippians 4:13; Alma 36:3; 1 Peter 1:6; 1 Peter 2:20; Doctrine and Covenants 58:4; History 1:15–17; Alma 7:11–12
350,2011,Doctrine and Covenants 104:18; Matthew 22:36–40; Doctrine and Covenants 104:15; Luke 10:37; Doctrine and Covenants 105:2; Mosiah 4:26–27; Doctrine and Covenants 81:5
351,2011,Matthew 22:36–40; Moses 7:18; John 13:35; Doctrine and Covenants 44:6; Luke 21:3–4; Proverbs 31:20; Acts 10:38; Faith 1:13
352,2011,2 Nephi 12:5; 2 Nephi 2:26; 1 Kings 19:12; D&C 80:3; 1 Nephi 17:41; Isaiah 2:5; 1 Nephi 17:45; D&C 121:45; Helaman 5:30; 1 Nephi 4:6; D&C 8:1; 3 Nephi 11:3; 1 Nephi 18:1; Jacob 4:14; D&C 6:14; Alma 5:7; D&C 8:3; 2 Nephi 28:30
353,2011,about 4:00
354,2011,D&C 101:5; Ether 3:6–20; Ephesians 4:13; Ether 2:14; Moses 6:57; Hebrews 12:6; Hebrews 12:11; Hebrews 12:10; D&C 1:27; D&C 88:22; Mosiah 24:8–22; D&C 93:41; D&C 136:31; D&C 8:2; Moroni 10:32; Ephesians 4:12; D&C 121:43; Mosiah 23:21–22; D&C 105:6; 3 Nephi 12:48; Revelation 3:19; Ether 2:15
355,2011,Malachi 3:10; Exodus 22:29; D&C 59:21; Malachi 3:8; 1 Nephi 19:23
356,2011,Alma 31:5; 3 Nephi 27:21; D&C 121:36; Mark 7:6; Matthew 23:23; 3 Nephi 27:27; James 2:17
357,2011,Moroni 7:42–48; Ephesians 2:19–20; 2 Nephi 9:41; Alma 7:12; Ephesians 2:19; Romans 1:7; Alma 36:3; D&C 115:4; John 14:27; Acts 11:26
358,2011,Alma 22:14; Mosiah 14:4; 2 Nephi 2:27; Mosiah 3:7; Mosiah 14:10; 2 Nephi 2:25; Alma 34:10; Doctrine and Covenants 45:4; Alma 34:11; 3 Nephi 9:13; Doctrine and Covenants 19:15; Alma 34:14; Alma 7:11–12; Mosiah 15:7; Alma 42:15; Luke 15:17; Doctrine and Covenants 18:12; Doctrine and Covenants 58:42; Doctrine and Covenants 88:74
359,2011,Doctrine and Covenants 68:4; Isaiah 2:2; Matthew 5:3–12; 1 Corinthians 13:13; Doctrine and Covenants 88:89; Doctrine and Covenants 88:81; 1 Corinthians 1:23; Matthew 5:21–22; Isaiah 61:1; Ephesians 3:8; Matthew 5:27–28; 3 Nephi 12:22; Matthew 5:48; Mosiah 27:31; Romans 14:11; Doctrine and Covenants 6:9
360,2010,Matthew 25:40; at 5:00; 3 Nephi 17:20; Hebrews 12:12; Doctrine and Covenants 81:5; 1 Corinthians 13:8; Moroni 7:46–47
361,2010,Alma 24:14; 2 Nephi 9:13
362,2010,1 Nephi 16:1; Amos 3:7; D&C 20:26; D&C 21:4; D&C 21:5
363,2010,Matthew 1:37; Doctrine and Covenants 18:36; Doctrine and Covenants 11:20; Doctrine and Covenants 42:14; 2 Nephi 32:3; Doctrine and Covenants 11:21; John 5:39
364,2010,D&C 105:5; 3 Nephi 27:20; History 1:55; Moses 1:39; Mosiah 3:19; Moroni 7:14; 3 Nephi 27:14; John 17:1; 1 Corinthians 6:19; Matthew 5:39–40; D&C 19:19; D&C 42:32; 1 John 3:2; Luke 2:48–49; D&C 20:77; Moroni 7:48; D&C 97:9; Romans 12:1; John 13:14–16
365,2010,Ether 12:11; 1 Kings 19:12; Mosiah 4:27; 1 Corinthians 12:31; Luke 18:22; 2 Nephi 25:26; John 14:6; Psalm 46:10
366,2010,1 Samuel 15:14; Faith 1:3; 2 Nephi 28:8; 2 Nephi 2:27; Matthew 27:46; Luke 23:34; Luke 2:49; Luke 22:42–43; Doctrine and Covenants 29:36; 2 Nephi 2:11; 2 Nephi 2:26; Mark 15:34; Alma 30:17; Moses 4:1; 2 Nephi 2:12; Alma 42:15; 3 Nephi 27:13; John 17:24; 2 Nephi 9:9; 1 Samuel 15:1; Mosiah 27:31; John 17:3; John 19:30; Moses 4:3; Hebrews 4:15; 1 Samuel 15:13; 1 Samuel 15:22; Moses 4:2; 1 Samuel 15:24; Romans 3:23
367,2010,Matthew 5:16; Mosiah 29:26–27; Doctrine and Covenants 84:46; Doctrine and Covenants 101:79; Doctrine and Covenants 88:11; Genesis 1:26; Mormon 8:3; Doctrine and Covenants 84:48; Moroni 7:19; Mormon 6:17; Faith 1:13
368,2010,Alma 32:37; Ephesians 6:16; Ether 12:6; Alma 32:27; John 7:17; D&C 18:11; Alma 32:28; D&C 107:19; Matthew 17:20; History 1:33; Matthew 7:7; Matthew 11:28; Alma 32:34
369,2010,Doctrine and Covenants 1:38; Doctrine and Covenants 1:19; Amos 3:7; Doctrine and Covenants 132:7
370,2010,Doctrine and Covenants 122:5; Matthew 10:39; Doctrine and Covenants 121:44; Romans 8:38–39; Doctrine and Covenants 1:30; Doctrine and Covenants 88:6; Ephesians 2:19; Revelation 21:4; Doctrine and Covenants 45:26; Isaiah 53:5; Mosiah 18:9; Doctrine and Covenants 20:77; Mosiah 15:2; Alma 34:14; Alma 7:11–12
371,2010,3 Nephi 9:22; Doctrine and Covenants 46:8; John 6:61; Doctrine and Covenants 82:3; 1 Nephi 8:12; Moses 3:17; John 6:68–69; John 6:67; 1 Nephi 8:26; 2 Nephi 28:20; Mark 10:15; Mosiah 3:19; Matthew 18:3; Mark 13:33; 1 Nephi 11:35; Matthew 26:22; Alma 5:14; 3 Nephi 9:14; Doctrine and Covenants 42:76; Matthew 13:21; 1 Nephi 8:24; 1 Nephi 11:25; 1 Nephi 19:9; 2 Peter 3:17; Mark 8:34; 1 Nephi 8:28; John 14:15; Luke 18:17; John 6:66; Matthew 22:37; 2 Timothy 1:7; 1 Nephi 8:33
372,2010,Ether 12:6
373,2010,3 Nephi 21:1; Doctrine and Covenants 123:12; 2 Nephi 31:2; Acts 9:3–18; Alma 5:19; Doctrine and Covenants 29:7; Malachi 4:5; Doctrine and Covenants 2:1; Matthew 5:16; 3 Nephi 25:5; Doctrine and Covenants 4:2; Acts 9:1; 1 Timothy 4:12; Revelation 6:1; Moses 1:39; 1 Peter 3:15; Doctrine and Covenants 14:7; Doctrine and Covenants 88:11; Matthew 28:19–20; John 1:39; Luke 10:2; Alma 7:24; History 1:38
374,2010,Alma 23:7; Alma 23:6; Doctrine and Covenants 4:2; Alma 3:18; Doctrine and Covenants 64:34; Doctrine and Covenants 112:13; Mormon 2:15; 3 Nephi 18:32; John 3:17; Mosiah 2:37; Doctrine and Covenants 121:37; 3 Nephi 17:7; Alma 41:11
375,2010,Doctrine and Covenants 121:41; John 1:29; Acts 3:14; Mosiah 3:19; Isaiah 9:6; Doctrine and Covenants 121:37; Mosiah 26:31
376,2010,2 Thessalonians 1:4; Matthew 19:26; Alma 29:9; John 17:4; Alma 13:28; Moses 4:1–2; 1 Corinthians 1:27; Matthew 22:36–40; Alma 6:2–4; Doctrine and Covenants 76:25; Moses 1:10; Mosiah 3:19; John 8:28–29; Matthew 23:25–26; Doctrine and Covenants 1:19; Doctrine and Covenants 107:3; Alma 31:21; Alma 32:16; 3 Nephi 11:7; Doctrine and Covenants 12:8; Proverbs 13:10; Doctrine and Covenants 121:34; after 10:00; 1 Peter 5:5; 1 Timothy 6:11; Moroni 7:44
377,2010,3 Nephi 19:9; 3 Nephi 19:21; Doctrine and Covenants 138:11; Doctrine and Covenants 20:77; Doctrine and Covenants 20:58; Doctrine and Covenants 81:5
378,2010,1 Corinthians 10:13; Moroni 7:16; 2 Nephi 28:21; 2 Nephi 28:22; 2 Nephi 2:27; Isaiah 1:18; Deuteronomy 5:32–33; Isaiah 52:11; Doctrine and Covenants 58:42
379,2010,Doctrine and Covenants 29:36; Alma 29:8; Alma 29:1–3; Matthew 14:25–31; 2 Chronicles 36:22; Psalm 46:10; Abraham 3:27–28; Doctrine and Covenants 1:38; Ezra 1:1–3; Isaiah 45:1; 1 Nephi 3:7; History 1:16–17
380,2010,1 Corinthians 10:13; 2 Nephi 2:27; Alma 41:10; Mosiah 26:30; Abraham 4:27–28; 2 Nephi 2:25; Alma 13:28; Matthew 13:45; Doctrine and Covenants 130:20; Genesis 19:26; Abraham 3:25; Alma 42:8; Matthew 13:44; 1 Corinthians 3:16; Doctrine and Covenants 19:16; 2 Nephi 2:26; Doctrine and Covenants 82:10; Alma 34:31; 2 Nephi 32:3; Doctrine and Covenants 1:20; Isaiah 5:20; Jacob 6:8; Doctrine and Covenants 58:42
381,2010,Philippians 4:7; D&C 11:12; Alma 58:11; D&C 6:23; 3 Nephi 19:8; D&C 35:19; 1 Nephi 1:1; Ephesians 2:19–21; Alma 32:27; D&C 8:1; 3 Nephi 28:11; Moroni 10:5; D&C 36:2; Alma 26:16; 3 Nephi 19:20; Acts 10:38; D&C 121:26
382,2010,Proverbs 31:10; 1 Corinthians 3:16; 1 Nephi 11:25; Jacob 2:35; 1 Timothy 4:12; Abraham 3:22–26; Mosiah 18:9; 1 Nephi 8:30; History 1:11–12; Faith 1:13
383,2010,Exodus 18:15; D&C 121:36; 2 Nephi 25:23; D&C 46:14; John 15:16; John 14:26; Alma 38:1; 3 Nephi 28:11; John 15:26; Ephesians 4:12–13; 2 Nephi 32:5; 2 Nephi 31:18; D&C 1:38
384,2010,Isaiah 53:3; Matthew 15:32–38; Alma 34:38; Luke 10:37; Luke 17:11–19; Matthew 4:19; John 14:15; Doctrine and Covenants 59:7; Psalm 24:8; Luke 23:34
385,2010,History 1:72; D&C 13:1; D&C 107:13
386,2010,D&C 20:77; John 14:16–27; 2 Nephi 2:26; D&C 1:30; John 14:26; D&C 88:33; John 14:6; D&C 33:11; Moroni 8:26; 3 Nephi 19:6; Acts 19:2–6; D&C 50:14; Mosiah 2:36; 2 Nephi 32:5; D&C 42:14; Alma 57:21
387,2010,Alma 42:31; 1 Samuel 3:13; Joshua 1:9; Alma 57:25–26; Alma 39:12
388,2010,2 Nephi 26:22; Moroni 7:16; 2 Nephi 26:33; D&C 121:45; D&C 88:35; Alma 41:10; Alma 37:6–7; John 14:27; 2 Nephi 9:27; Matthew 11:28–29
389,2010,Doctrine and Covenants 88:124; was 10:00; 1 Nephi 8:10; Doctrine and Covenants 58:42
390,2010,Moroni 10:30; Doctrine and Covenants 84:88; Helaman 5:6–8; Proverbs 22:1; 3 Nephi 9:13; Alma 41:10; 2 Timothy 4:7; Proverbs 10:7; Doctrine and Covenants 20:77
391,2010,Moses 4:3–4; 2 Nephi 28:22; 2 Nephi 2:27; Moroni 7:48; John 8:12; Alma 5:14; Philippians 4:13; 2 Nephi 2:18
392,2010,Mosiah 5:2
393,2010,Joshua 24:23; 2 Nephi 28:20; Titus 2:4–5; 2 Nephi 9:51; 2 Peter 2:1; Doctrine and Covenants 25:1; 3 Nephi 13:4; 2 Timothy 3:6; Doctrine and Covenants 63:58; Matthew 6:4; Doctrine and Covenants 1:17
394,2010,Doctrine and Covenants 19:16; Genesis 1:27–28; John 5:39; Romans 8:16; John 15:9; Doctrine and Covenants 25:13; Alma 37:37; 2 Nephi 31:20; John 3:16; Moses 1:39; John 14:15; Doctrine and Covenants 121:7; Isaiah 49:15–16; Isaiah 53:4–5; Moses 5:5
395,2010,John 13:15; Matthew 9:36; Jude 1:22; Mosiah 4:26; Doctrine and Covenants 12:8; Mosiah 18:21; Doctrine and Covenants 20:53; Doctrine and Covenants 81:5; Mosiah 18:8–9; Doctrine and Covenants 88:77
396,2010,John 7:24; Moroni 10:21; Matthew 7:1; James 1:26; Moroni 7:47; Matthew 7:3; John 15:12; 1 Corinthians 13:8
397,2010,Doctrine and Covenants 13:1; Alma 13:15; Doctrine and Covenants 135:3; Doctrine and Covenants 10:22; History 1:68–69; Doctrine and Covenants 88:91; Moses 1:39; Doctrine and Covenants 42:58; Doctrine and Covenants 29:36; Doctrine and Covenants 1:19; Doctrine and Covenants 107:3; Genesis 14:28–31; Doctrine and Covenants 27:12; Doctrine and Covenants 82:10; 1 Nephi 14:12; Hebrews 7:1–4; History 1:33–34; Doctrine and Covenants 52:14; Judges 7:4–8; Doctrine and Covenants 112:30; Revelation 12:7–9; Matthew 1:23; Ephesians 2:20–22; History 1:17; Doctrine and Covenants 107:2; 1 Nephi 14:14; Doctrine and Covenants 45:26; Mormon 8:30; Judges 7:21
398,2010,Joel 2:28–29; Doctrine and Covenants 11:13; Jacob 2:17; Doctrine and Covenants 38:35; 3 Nephi 19:24; Doctrine and Covenants 11:12; 2 Nephi 32:3; Mosiah 4:26; Doctrine and Covenants 20:77; 1 Corinthians 13:8
399,2010,Doctrine and Covenants 20:17; John 3:16; Alma 7:22; Luke 18:22; Matthew 6:8; Alma 7:23; Doctrine and Covenants 93:36; Matthew 7:7; Doctrine and Covenants 59:5; Matthew 7:12–13; Ecclesiastes 12:13; 3 Nephi 18:18; Doctrine and Covenants 50:29; Moses 7:61; Matthew 6:10; Mosiah 1:17; James 4:3; 1 John 4:8; Helaman 15:5; Helaman 5:10–11; 1 Peter 3:12; Moroni 10:32–33
400,2010,1 Nephi 21:16; Philippians 4:7; Revelation 7:14–17; Helaman 5:12; Moroni 7:40–42; James 2:19
401,2010,Joshua 1:9; 2 Timothy 3:1
402,2010,Matthew 25:21; 3 Nephi 14:13
403,2010,1 Nephi 1:1; Moses 1:39; Proverbs 22:6; D&C 93:40; Psalm 127:3
404,2010,3 Nephi 11:32; Alma 32:27–43; Job 19:25–26; Matthew 15:22–28; Alma 41:10; Matthew 8:5–13; Helaman 13:38; Alma 37:8; Job 13:15; Omni 1:15; D&C 20:26; Matthew 7:6; History 1:25; Romans 10:13–17; 2 Peter 1:21; 2 Nephi 32:3; Alma 30:17–18; Alma 37:14; Mark 7:25–30; Alma 39:5; John 17:3; D&C 68:2
405,2010,Moroni 10:4–5; Matthew 25:40; D&C 52:40; Moses 1:39; Matthew 11:28
406,2010,1 Kings 11:40; 1 Kings 12:25; 1 Nephi 2:10; 1 Kings 11:38; 2 Kings 5:10; 1 Nephi 3:3; 2 Kings 5:5; 1 Kings 12:2; 1 Kings 11:11; 2 Kings 5:11; Doctrine and Covenants 76:5; 2 Kings 5:1; Doctrine and Covenants 14:7; 1 Kings 11:28; 1 Kings 14:10; 1 Kings 11:31; 1 Nephi 3:5
407,2010,1 Nephi 2:1; 2 Nephi 2:14; John 7:17; John 14:26; Ephesians 6:18; Matthew 2:13; James 1:22; 2 Nephi 26:16; 2 Nephi 25:4; 1 Nephi 13:26; Hebrews 11:7; 3 Nephi 14:7; Moroni 10:4; John 14:6; Moroni 10:5; D&C 63:58; D&C 88:118; D&C 17:6; Isaiah 29:4; 1 Nephi 13:40; D&C 89:4; D&C 84:85; Alma 1:26; Moses 6:27; Ezekiel 33:2–16
408,2010,2 Nephi 4:28; Genesis 39:1–13; Doctrine and Covenants 109:22; Jacob 2:7; Isaiah 53:4–5; Doctrine and Covenants 20:77; Acts 4:12; Alma 36:18
409,2010,2 Nephi 26:13; Moroni 10:7; Doctrine and Covenants 42:44; Mark 10:46–52; Mosiah 4:27; 2 Samuel 5:3; Ether 12:12; D&C 90:24; Exodus 28:41; James 5:16; Doctrine and Covenants 35:9; Luke 18:35–43; Leviticus 8:10–12; 1 Nephi 7:12; Mark 5:23; D&C 46:30; D&C 42:48; 1 John 5:14; Luke 4:40; Matthew 9:18; D&C 84:73; Mark 16:18; James 5:14–15; Mark 6:13; 1 Samuel 10:1; Helaman 10:5; Matthew 9:22; Acts 9:12
410,2010,Doctrine and Covenants 15:4; Matthew 4:19; Luke 10:1; Doctrine and Covenants 15:6; Doctrine and Covenants 128:22
411,2010,Moses 1:4; Mormon 2:1–2; Mormon 1:15; D&C 107:6
412,2010,1 Nephi 2:10; Doctrine and Covenants 98:12; Psalm 40:1–3; Luke 21:19; Doctrine and Covenants 67:13; Doctrine and Covenants 121:2; Mosiah 3:19; Doctrine and Covenants 121:41; Revelation 14:12; Matthew 18:26; Galatians 5:22–23
413,2010,3 Nephi 20:3; Doctrine and Covenants 19:16; Doctrine and Covenants 138:30; Doctrine and Covenants 107:3; John 19:30; Doctrine and Covenants 107:99; Matthew 3:14; Alma 13:1–9; Doctrine and Covenants 84:33
414,2010,1 Corinthians 10:13; 1 Corinthians 3:16; Exodus 20:7; Isaiah 1:18; Doctrine and Covenants 38:42; Faith 1:13
415,2010,1 Corinthians 13:1; Doctrine and Covenants 19:16; Luke 18:9–14; Jude 1:12; Matthew 22:40; 2 Nephi 26:24; Doctrine and Covenants 18:10; Mosiah 18:9; Alma 7:11–13; Matthew 22:39; Matthew 7:12; Doctrine and Covenants 81:5; Proverbs 17:17; Romans 3:23
416,2010,2 Nephi 2:6; Malachi 4:2; Mark 15:34; 3 Nephi 25:2; Matthew 27:46
417,2010,2 Nephi 2:11; Alma 36:20; D&C 122:9; Mosiah 7:33; D&C 88:6; John 14:6; 2 Nephi 2:25; D&C 127:2; 2 Nephi 9:21; D&C 122:1; John 14:27; Revelation 22:16; Matthew 11:28; Alma 31:38
418,2010,3 Nephi 17:14; 4 Nephi 1:1; 3 Nephi 17:23; 3 Nephi 22:13; 3 Nephi 17:16; 3 Nephi 17:11; D&C 93:1; D&C 101:38
419,2010,John 13:34–35; Luke 22:19; Matthew 24:7; Mosiah 18:8–10; John 14:16–17; Ephesians 1:13–14; Romans 8:16–17; Matthew 5:44; Mosiah 3:19; Doctrine and Covenants 76:51; Matthew 26:39; 3 Nephi 18:1; Doctrine and Covenants 50:24; Matthew 1:29; 2 Nephi 9:6; Doctrine and Covenants 20:37; Doctrine and Covenants 132:7; Doctrine and Covenants 20:22; Doctrine and Covenants 88:90
420,2010,Luke 23:21; John 11:25; Job 14:14; Genesis 1:1–27; Doctrine and Covenants 19:18; Luke 23:46; Doctrine and Covenants 76:22; Luke 2:52; Matthew 28:6; 1 Corinthians 15:21; Luke 24:5–6; John 14:27; Job 38:7; Luke 23:34; Acts 10:38
421,2010,Doctrine and Covenants 124:33; 1 Corinthians 12:13; Doctrine and Covenants 138:18; Galatians 3:28; 2 Nephi 26:33; Doctrine and Covenants 128:24; Isaiah 61:1; John 3:16; Moses 1:39; Luke 4:18; Doctrine and Covenants 128:18
422,2010,D&C 123:11; Mosiah 5:2; D&C 123:15; Alma 56:47–48; Mosiah 26:1
423,2010,John 19:27–28; Alma 56:48
424,2010,2 Nephi 2:11; 1 Nephi 19:9; Doctrine and Covenants 19:16; Luke 22:42; Romans 8:28; Luke 22:44; 2 Nephi 2:25; Mosiah 24:14; Luke 23:34
425,2010,Luke 10:40–42; Matthew 7:1; John 14:27; 1 Nephi 2:20; John 11:20–27
