,year,scripture_references
2441,1979,D&C 29:34; D&C 107:27
2442,1979,D&C 38:30; D&C 107:99; D&C 52:40
2443,1979,D&C 78:7; D&C 104:14; D&C 78:11; D&C 29:19; D&C 29:14; D&C 78:14; D&C 97:23
2444,1979,D&C 104:13; Alma 34:17; Alma 34:21; Alma 34:28–29
2445,1979,D&C 82:12; D&C 42:38; D&C 107:98; D&C 51:13; D&C 105:5; D&C 107:68; D&C 84:112; D&C 104:15; D&C 107:33
2446,1978,F 1:13; D&C 107:33; Luke 6:46
2447,1978,D&C 58:42; Mark 12:30–31; John 13:34
2448,1978,Mosiah 2:16–17; James 1:26; Acts 26:5; James 1:27; James 1:1
2449,1978,D&C 68:8; Luke 22:41–44; Ether 3:14–16; Moses 1:33; D&C 18:10; Mark 8:36–37; Moses 1:39; D&C 19:15; D&C 76:24; D&C 93:1; Moses 7:30
2450,1978,D&C 121:41; D&C 93:40
2451,1978,Alma 37:34–35
2452,1978,D&C 124:20; H 1:24–25; Doctrine and Covenants 124:20
2453,1978,D&C 84:80; Alma 26:2
2454,1978,D&C 128:22
2455,1978,Mark 5:25–34
2456,1978,D&C 59:1; D&C 103:4; D&C 41:5; D&C 84:6; D&C 59:6; Luke 9:57–62; D&C 103:27; D&C 103:28; D&C 59:23; D&C 103:2; D&C 84:30; D&C 93:1; D&C 57:2; Luke 14:28–30; D&C 103:6; Luke 14:25–27; D&C 84:33; D&C 58:1
2457,1978,D&C 83:2
2458,1978,John 10:17–18; John 5:26–29; H 1:21–24; F 1:1; John 14:26; John 3:16; F 1:3; John 11:25–26; John 3:16–17; H 1:25; D&C 76:40; H 1:17
2459,1978,F 1:9; John 1:46
2460,1978,D&C 1:11; Amos 3:7; D&C 68:4; Alma 37:43–47; John 3:14–15; D&C 18:33
2461,1978,Alma 53:20–21; Alma 60:36; Mark 12:44; Luke 12:1–3
2462,1978,Ether 2:10–12; Ether 2:10; H 1:28–65
2463,1978,D&C 89:19; D&C 67:10; John 14:26; D&C 110:3; F 1:9; D&C 110:11; D&C 128:20; D&C 128:21; D&C 93:1; D&C 68:2; D&C 42:17; D&C 121:26; D&C 1:20
2464,1978,Jacob 4:8
2465,1978,F 1:2; D&C 11:12; F 1:13; D&C 42:18; Mosiah 13:11; Micah 6:8; Mosiah 13:12–24; Mosiah 12:35–36
2466,1978,D&C 14:7; Moses 1:39; D&C 121:45
2467,1978,Luke 10:1–2; Moses 5:1; D&C 20:53
2468,1978,D&C 130:2; Mosiah 3:18; Mosiah 3:17
2469,1978,Jacob 5:47–48; D&C 38:30; D&C 105:4; Moses 7:62; Alma 13:11; D&C 82:14
2470,1978,D&C 88:124; D&C 89:10; D&C 59:20; D&C 89:20
2471,1978,D&C 72:3; D&C 51:19; D&C 4:2; D&C 104:14
2472,1978,at 6:15
2473,1978,D&C 132:19; D&C 18:10
2474,1978,D&C 56:16; D&C 133:57; D&C 42:29; D&C 104:14; D&C 84:37; D&C 44:6; D&C 52:40; D&C 35:15; D&C 38:16; Mosiah 18:8–13
2475,1978,Joel 2:28–29; D&C 59:5; F 1:13; Luke 10:27; D&C 58:27; Moses 2:27
2476,1978,John 13:34
2477,1978,D&C 68:4
2478,1978,Jonah 3:5
2479,1978,D&C 83:2; H 1:17
2480,1978,D&C 136:23
2481,1978,Luke 1:41; John 20:14–18; Luke 21:2–4
2482,1978,H 1:19
2483,1978,John 1:14; John 17:3; Moses 1:39; D&C 88:12; D&C 58:43; John 8:31–32; D&C 29:35; D&C 88:77; D&C 93:26; John 17:1–6
2484,1978,Moses 5:8
2485,1978,D&C 98:2; Mosiah 4:14–15; D&C 64:33
2486,1978,D&C 81:5; D&C 88:11; D&C 8:1
2487,1978,John 15:18–19; D&C 121:45; D&C 1:16; D&C 82:10; D&C 1:38
2488,1978,D&C 58:26; Moses 1:39; D&C 9:8; D&C 132:19
2489,1978,D&C 59:8
2490,1978,Moses 7:61; D&C 63:32; D&C 98:8; D&C 38:30; D&C 65:5; John 18:36; D&C 115:5; D&C 105:14; D&C 138:44; D&C 58:26; D&C 103:9; John 3:3; Moses 4:4; D&C 65:2; D&C 82:14
2491,1978,D&C 6:25; D&C 9:5; Acts 12:7–8
2492,1978,Luke 22:42; D&C 121:45
2493,1978,D&C 27:12; Acts 9:3–5; Acts 7:55; D&C 110:11; Enos 1:1–17
2494,1978,D&C 20:59; James 1:5; D&C 29:46; H 1:22; D&C 93:40; D&C 20:46; D&C 84:33; D&C 68:25
2495,1978,Moses 1:39; F 1:13
2496,1978,D&C 68:28; D&C 20:47; H 1:29–30; D&C 10:5; Moses 5:4; H 1:28–59; D&C 8:1; D&C 9:8; Ether 2:13–15; D&C 68:33; D&C 23:6; D&C 20:51; Enos 1:10; Moses 5:5–6; D&C 8:2; D&C 61:39; H 1:16–17; D&C 93:49; D&C 88:12; Alma 34:17–27; D&C 19:28; D&C 6:15; Moses 1:3; D&C 25:12; D&C 31:12
2497,1978,Moses 8:19; F 1:8; John 17:3; Amos 3:7; Moses 5:4–9; Moses 6:43; H 1:19; F 1:9; John 18:33–38; John 1:1–4; John 10:16; James 1:5–7; John 18:37; James 1:1
2498,1978,Doctrine and Covenants 68:25; 3 Nephi 11:29; Mosiah 4:14; D&C 68:25
2499,1978,John 4:13–14; John 4:25–26; John 1:29; John 20:25; John 20:26–29; John 11:25–26; John 10:16; John 1:3
2500,1978,Amos 3:7
2501,1978,D&C 46:27
2502,1978,Luke 4:23; D&C 25:12
2503,1978,D&C 88:88; Moses 1:39; D&C 58:27; Luke 6:31
2504,1978,Luke 24:25; Luke 7:28; Amos 3:7; Luke 24:16; Acts 3:19–21; D&C 2:3
2505,1978,Jonah 3:3; D&C 1:30; John 1:46; Alma 4:19; Moses 6:31; Luke 18:22; Ether 13:13–22
2506,1978,D&C 105:9; D&C 82:19; D&C 19:26; Alma 30:17; D&C 105:3; D&C 38:24; D&C 105:34; D&C 58:3; D&C 93:31; Moses 5:50; D&C 98:19; D&C 38:27; D&C 93:30; D&C 76:5; D&C 78:13
2507,1978,D&C 38:34; Alma 1:27; D&C 81:5; D&C 38:30
2508,1978,D&C 38:30
2509,1978,D&C 1:16; Mosiah 18:19
2510,1978,D&C 9:7; Mosiah 26:12–14; D&C 75:29; D&C 42:42
2511,1978,James 2:8; Alma 34:17–38
2512,1978,D&C 11:21; D&C 62:3; D&C 124:11; Moses 6:58–59; D&C 1:2; D&C 90:11
2513,1977,D&C 93:36
2514,1977,D&C 104:16; at 7:00; D&C 83:6; Acts 20:35
2515,1977,D&C 42:22
2516,1977,D&C 135:3
2517,1977,Moses 8:16–17; Moses 8:24; Moses 5:13; D&C 1:5; D&C 1:15; D&C 29:1; D&C 1:1; D&C 5:19; D&C 5:20
2518,1977,D&C 78:7; D&C 21:6; D&C 105:3; D&C 82:10; Alma 34:31–34; Job 23:10; Mosiah 3:19; Mosiah 2:22–24; D&C 88:21; D&C 76:55; Alma 41:11; D&C 21:4
2519,1977,Mark 16:15–16; Amos 3:7; James 2:20; James 1:5; Mark 10:14; James 2:19; Luke 23:43; H 1:17
2520,1977,Mark 10:17–22; Mosiah 3:19
2521,1977,Alma 41:10; D&C 115:5
2522,1977,D&C 107:18; D&C 84:19; D&C 132:49; D&C 93:1; D&C 131:1; D&C 67:10; D&C 76:54; D&C 84:38; D&C 84:44; Alma 13:11–12; D&C 131:5; Moses 6:67–68; D&C 84:33; D&C 131:2
2523,1977,Luke 15:20
2524,1977,D&C 84:116; Alma 56:44; D&C 11:11; D&C 124:87; Era 42:457; Alma 57:19; Mosiah 23:21–22
2525,1977,Moses 5:5–6; F 1:13; D&C 105:3; D&C 82:10; D&C 58:43
2526,1977,Luke 23:34; D&C 64:7
2527,1977,D&C 45:28; D&C 50:24; D&C 84:45; John 3:18–21; D&C 88:6; John 8:12; James 1:5; Luke 23:44–46; John 10:16; H 1:15–17; H 1:27; D&C 88:67; D&C 68:25
2528,1977,John 2:16; D&C 59:11
2529,1977,D&C 18:15; Alma 28:8; D&C 4:4
2530,1977,D&C 15:6; Alma 34:36; D&C 4:3; D&C 133:8; Mark 16:15; D&C 4:4; Alma 5:14; D&C 42:14
2531,1977,John 14:14–18; John 14:27
2532,1977,Mosiah 27:14; D&C 121:39
2533,1977,D&C 88:41; D&C 133:8; D&C 88:39; D&C 88:42; D&C 88:38; D&C 88:35; D&C 93:9; D&C 88:34; D&C 3:1
2534,1977,Alma 34:32–33
2535,1977,Alma 29:1
2536,1977,F 1:13
2537,1977,H 1:17–25; John 1:29; Moses 1:2–3
2538,1977,Luke 10:25–37; Alma 4:13; D&C 75:29; John 13:34–35; D&C 104:11; Moses 7:18; Moses 7:17–18; D&C 38:24; D&C 97:21; D&C 68:30; D&C 115:6; Mosiah 4:26; Luke 14:12–14; D&C 104:15; D&C 42:42; James 1:27; D&C 78:13; D&C 56:17
2539,1977,D&C 56:16; D&C 56:17; D&C 72:10; D&C 104:17; D&C 56:18; D&C 52:40; D&C 44:6; D&C 83:2; D&C 84:112; D&C 97:8; D&C 51:3
2540,1977,Alma 8:19–20; Alma 8:9; Mosiah 2:24; Luke 4:13–14; Luke 4:8; Alma 8:26; Alma 8:13; Luke 4:2–4
2541,1977,Church 4:112; D&C 52:40
2542,1977,D&C 58:27
2543,1977,Luke 10:25–37; John 13:35; D&C 84:104
2544,1977,Luke 6:46
2545,1977,John 1:14; Luke 9:35; Luke 9:28; Luke 9:33; D&C 110:1
2546,1977,Moses 4:2; Moses 5:12; H 1:5; Acts 10:43; Job 38:7; H 1:17
2547,1977,D&C 124:15; H 1:25; F 1:13
2548,1977,D&C 123:12; Mark 16:15–16; D&C 133:37
2549,1977,John 10:7; John 10:1–5; John 5:20; John 15:16; James 1:5; John 10:30; John 10:16; John 14:6; John 17:22
2550,1977,D&C 68:8; Star 85:778; D&C 20:77; D&C 59:9; Mark 14:22–24; D&C 20:79
2551,1977,D&C 132:12; Luke 24:39–40; John 17:3
2552,1977,Acts 1:1–3; Acts 10:34; D&C 138:29; John 20:17
2553,1977,D&C 52:8; Matt 16:13–17; D&C 9:8; Luke 24:32; D&C 99:1
2554,1977,D&C 88:126; Alma 34:21; Alma 34:26; Alma 34:27; Alma 34:28; D&C 59:21; Alma 34:20; Luke 18:1; D&C 78:19; James 4:3; D&C 112:10; Alma 37:36–37; Alma 31:31–33; D&C 93:49; Mark 11:25; Alma 34:17–18
2555,1977,H 1:48
2556,1977,Mosiah 2:17
2557,1977,at 10:30; and 11:30
2558,1977,D&C 6:21; Ether 12:37; D&C 88:7; D&C 132:49; John 3:6–10; D&C 84:45; Enos 1:27; D&C 84:46; John 3:1–5; D&C 130:22; D&C 131:5; John 16:13–14; Enos 1:5; D&C 88:3; Mosiah 26:20
2559,1977,D&C 88:77; D&C 20:75; Luke 22:32; D&C 59:9
2560,1977,Mark 4:38–39
2561,1977,D&C 59:5; D&C 88:86; Moses 7:17–18; D&C 1:16; D&C 1:15; D&C 5:19; D&C 45:31; D&C 1:35; D&C 42:21; Moses 5:5
2562,1977,D&C 88:79; Jacob 4:13; D&C 93:24; Alma 42:22
2563,1977,D&C 98:12; John 17:3; D&C 14:7; John 5:39; Moses 6:59
2564,1977,James 1:22–25; D&C 88:119; D&C 42:42
2565,1977,Luke 24:25; Luke 24:16
2566,1977,D&C 89:1; D&C 93:40
2567,1977,H 1:24; H 1:17
2568,1977,Mosiah 4:14–15; John 13:34–35
2569,1977,Ether 12:27; D&C 8:2
2570,1977,Luke 10:25–37; John 8:11; John 5:8; John 11:43; Mark 5:41
2571,1977,Luke 10:30–37; Alma 34:29; D&C 58:26; Mosiah 15:26–27; D&C 1:10
2572,1977,F 1:9; D&C 8:1; F 1:8; Amos 3:7
2573,1977,Alma 1:30–31; Alma 1:27–28
2574,1977,D&C 42:34; D&C 38:30; D&C 51:13; D&C 84:112; D&C 78:14; D&C 78:3
2575,1977,D&C 81:5
2576,1977,John 13:35; Luke 6:46
2577,1977,D&C 104:13; D&C 119:1; D&C 105:9; D&C 104:14; D&C 78:6; D&C 42:30; D&C 105:3; Moses 7:17–18; D&C 42:36; D&C 105:34; D&C 1:16; D&C 134:2; D&C 51:3
2578,1977,Moses 7:4; Moses 7:11; Moses 7:62–63; Moses 7:18; Acts 3:21; D&C 97:21; Moses 7:19; F 1:10; D&C 110:11; Moses 7:27; Moses 7:16; D&C 133:32
2579,1976,F 1:13; D&C 38:42; D&C 59:6
2580,1976,John 15:3–5
2581,1976,D&C 46:8; Luke 17:10; Moses 7:21; Enos 1:27; D&C 121:45; Mark 10:26; Jacob 4:18; D&C 93:12; Acts 9:36–43; D&C 10:4; Luke 2:52; D&C 64:33
2582,1976,D&C 67:13
2583,1976,Mark 8:36–37; D&C 20:22; Luke 4:13; D&C 84:38
2584,1976,D&C 18:42; D&C 19:29; D&C 88:81; D&C 63:58; D&C 38:40; D&C 20:25; D&C 19:24; D&C 45:2
2585,1976,D&C 19:26; D&C 59:23; Jacob 2:17–19; Alma 1:30
2586,1976,D&C 58:42; D&C 58:43; D&C 59:23
2587,1976,at 4:00; John 4:14
2588,1976,Luke 18:10–14; Luke 15:7; Luke 10:30–37; D&C 107:25
2589,1976,Mosiah 18:9
2590,1976,Moses 4:3–4; F 1:13; Ether 3:9–12; Hosea 4:1–3; Enos 1:5–6; D&C 42:27; Acts 5:1–11; D&C 42:20; D&C 42:21; Acts 4:35
2591,1976,Ether 2:9–10
2592,1976,Mosiah 28:3–4; Alma 32:28; Ether 4:11; Alma 29:1; D&C 50:22
2593,1976,Mark 9:24
2594,1976,H 1:32; H 1:31; D&C 110:3; H 1:17
2595,1976,Luke 2:49
2596,1976,D&C 43:8
2597,1976,D&C 58:56; D&C 29:7
2598,1976,D&C 76:23; Mosiah 5:13; D&C 121:7; D&C 6:23; D&C 88:68; Luke 17:21; D&C 19:41; D&C 93:13; John 17:21; John 4:42; D&C 8:1; D&C 76:69; D&C 88:67
2599,1976,D&C 82:10; D&C 14:7; D&C 68:25
2600,1976,John 5:39; James 1:5
2601,1976,Acts 1:11; Luke 24:39; Luke 3:16; H 1:17
2602,1976,Mark 16:15
2603,1976,D&C 58:19; D&C 131:5; D&C 20:77; D&C 84:39
2604,1976,John 3:16
2605,1976,D&C 63:58; D&C 88:71; James 1:22; D&C 58:42; D&C 1:4
2606,1976,D&C 38:27; D&C 46:11; H 1:17
2607,1976,D&C 130:20; D&C 59:9; D&C 45:9; D&C 64:23; D&C 59:23; D&C 22:1; D&C 1:17; D&C 132:15; D&C 59:16; D&C 84:33
2608,1976,Acts 9:5; Titus 2:4–8; Acts 9:4–6; Acts 9:4–19; Titus 1:16
2609,1976,Luke 15:11–24
2610,1976,D&C 29:30; D&C 42:14
2611,1976,about 5:30; Job 19:23–24
2612,1976,Alma 34:34; D&C 98:14; Alma 40:12; D&C 42:46; D&C 130:2
2613,1976,D&C 7:5
2614,1976,Luke 6:46
2615,1976,D&C 51:13; D&C 107:68; D&C 84:112; D&C 83:6; D&C 46:27; D&C 78:14
2616,1976,D&C 83:4; D&C 104:14
2617,1976,at 7:00; almost 8:00; At 7:30; at 8:30; and 10:00; at 8:00
2618,1976,D&C 104:14; D&C 104:16; Moses 4:23; D&C 104:18; D&C 76:24; Mark 7:10–12; D&C 51:3
2619,1976,D&C 42:42
2620,1976,Alma 37:32–33; D&C 45:1; D&C 19:35; Alma 37:33; Mark 16:15; D&C 28:2; Luke 6:46; Doctrine and Covenants 19:35; F 1:6; Alma 37:34; H 1:17
2621,1976,Job 14:14; Luke 23:46; John 14:2–3; Luke 7:11–15; Acts 7:56; D&C 76:22; John 11:25–26; John 14:27; Job 19:23–26
2622,1976,Acts 3:21; Luke 20:38; D&C 110:13
2623,1976,D&C 43:8; John 20:29; John 17:3; D&C 88:63; D&C 42:61; D&C 112:14; John 1:5; D&C 42:2; D&C 19:23; D&C 39:11; Alma 32:23; D&C 88:67
2624,1976,D&C 8:2; D&C 9:8; D&C 75:1; Enos 1:10; D&C 18:35
2625,1976,D&C 121:33; John 17:3; Mosiah 4:5; John 16:7–8; D&C 1:21
2626,1976,Jacob 4:14; Luke 18:22
2627,1976,D&C 89:18
2628,1976,John 8:31–32
2629,1976,Alma 56:47–48; Alma 53:18; D&C 121:34; D&C 121:41; D&C 121:39
2630,1976,D&C 88:118; D&C 20:51; D&C 109:7; D&C 6:7
2631,1976,D&C 51:19; D&C 133:8; D&C 68:28; John 15:16; D&C 66:8; D&C 84:63
2632,1976,D&C 84:107; F 1:13; D&C 84:33; John 14:15; D&C 58:42; D&C 97:15
2633,1976,Luke 22:32
2634,1976,Ether 6:4; Ether 6:12; F 1:12; John 10:16; D&C 101:77; Ether 2:12
2635,1976,James 1:19–20; James 3:2; James 3:13; D&C 6:19; John 8:11; Job 6:25
2636,1976,D&C 39:6; D&C 84:88; D&C 39:12; D&C 39:11; D&C 4:5
2637,1976,Luke 22:33; Mark 16:15; D&C 107:99; Moses 1:39; D&C 88:77; Luke 22:32; D&C 128:15
2638,1976,F 1:13; Acts 5:1–10
2639,1976,D&C 130:20; Moses 2:3; Moses 2:1; D&C 88:33; Moses 2:28
2640,1976,Luke 2:49; John 17:3; John 17:4–5; Mark 4:39; John 11:24–27; Moses 1:39; D&C 76:22; D&C 19:15; Moses 1:32–33; John 4:25–26; Moses 1:29
2641,1976,D&C 2:3
2642,1976,Job 38:3–7; D&C 9:8; Moses 4:1–2
2643,1976,D&C 61:17; Joel 3:13–14; D&C 63:34; D&C 1:36; D&C 38:40; D&C 68:11; D&C 88:91; D&C 45:32; D&C 49:24; D&C 35:15; D&C 103:9; Mark 13:19; D&C 1:35; Luke 17:26–30
2644,1976,John 10:23–25; John 1:29; John 20:16–18; John 14:8–9; D&C 130:22; D&C 107:43; Acts 4:12; Luke 24:13–35; Luke 8:28; John 14:5–6; Acts 10:38–43; John 5:19; D&C 45:51; Luke 24:36–40; Acts 1:9–11; John 17:3; John 8:28; Acts 1:3; D&C 76:22; Luke 24:48; Luke 1:33; John 14:9
2645,1976,D&C 88:15; D&C 101:78; Acts 17:28–29; D&C 84:45; John 7:14–17; D&C 29:42; Alma 40:11–14; D&C 76:24
2646,1976,Luke 21:5–6; John 5:39
2647,1976,D&C 5:10; D&C 84:54
2648,1976,John 7:17
2649,1976,Alma 46:12; D&C 93:28; Alma 29:4–5; Acts 4:12; D&C 93:25
2650,1976,D&C 101:80; Ether 2:9–10; D&C 98:10; D&C 98:9; Ether 13:3; D&C 101:77; D&C 109:54
2651,1976,D&C 122:9; John 15:16; D&C 135:3; D&C 137:1; D&C 76:22; D&C 110:4; D&C 122:1; D&C 20:6
2652,1976,D&C 19:18; D&C 38:22; D&C 18:23
2653,1976,D&C 76:5; D&C 110:14
2654,1976,Alma 6:6; Mosiah 18:9; D&C 38:40
2655,1976,Mark 3:24–25; D&C 38:27; John 17:1
2656,1976,Job 2:9–10; Job 27:3–6; D&C 1:1
2657,1976,D&C 78:7; D&C 56:18; D&C 104:16; D&C 38:30; John 5:19–20; D&C 52:40; D&C 42:42; D&C 115:5; D&C 38:35; D&C 56:17
2658,1976,D&C 38:30; John 15:13
2659,1976,D&C 78:13
2660,1976,D&C 56:16; Luke 10:29; D&C 42:29; D&C 112:34; D&C 38:40; D&C 68:30; Luke 10:30–37; D&C 1:16; D&C 75:3; D&C 42:42; D&C 124:112; Moses 7:16; Seasons 5:679; D&C 21:9; D&C 1:10
2661,1976,F 1:12; Luke 6:46
2662,1975,at 12:00; until 4:00; almost 10:00; Moses 3:15; Luke 6:46; D&C 6:9; Moses 3:8–9; D&C 59:16
2663,1975,Alma 48:11–13; Ether 2:12; Alma 54:6–10; Alma 46:12–13
2664,1975,D&C 68:30; D&C 1:1; D&C 89:5; Star 13:339; D&C 42:42; D&C 98:4
2665,1975,H 1:18–19; H 1:17; H 1:15; John 20:16; D&C 135:3; James 1:5; John 3:16; H 1:12; H 1:5; H 1:10; D&C 122:1; H 1:16; James 1:6–7
2666,1975,John 14:2–3; John 11:25–26; Mark 10:14; be 7:45; John 14:27
2667,1975,Ether 12:12
2668,1975,Alma 36:27; Alma 36:30; Alma 36:24–26; D&C 38:41; Mosiah 27:9; Alma 38:9; Mosiah 26:1–4; D&C 63:37; Alma 38:6–8; Alma 17:2–3; Alma 36:3–4
2669,1975,D&C 4:2; D&C 76:22
2670,1975,Alma 37:33
2671,1975,D&C 124:2; D&C 1:1
2672,1975,D&C 101:80; Ether 15:11; Ether 15:2; Ether 15:15; Ether 2:11–12; Ether 2:7–10; Ether 2:11; Ether 2:9; Ether 15:13; Ether 1:43; Ether 15:29–32; Ether 2:10; Ether 2:12; D&C 1:9
2673,1975,D&C 101:80; Ether 15:11; Ether 15:2; Ether 15:15; Ether 2:11–12; Ether 2:7–10; Ether 2:11; Ether 2:9; Ether 15:13; Ether 1:43; Ether 15:29–32; Ether 2:10; Ether 2:12; D&C 1:9
2674,1975,D&C 20:77; Mark 8:35
2675,1975,Luke 18:22; Moses 6:57–60; Moses 6:57; John 7:16–17
2676,1975,Luke 3:8; D&C 78:16; Alma 13:3–4; D&C 103:17; D&C 59:9; Moses 6:8; D&C 88:112; D&C 107:53; D&C 86:8; D&C 84:14; D&C 20:77; D&C 107:13; D&C 29:26; D&C 20:46; Moses 1:34; D&C 84:33; D&C 89:18
2677,1975,D&C 1:14; D&C 88:73; D&C 106:4; D&C 27:13; Luke 1:17; D&C 33:3; D&C 133:17; Luke 21:25–28; D&C 1:12; Luke 10:2; D&C 133:10; D&C 45:26; D&C 1:38
2678,1975,Luke 24:25; Amos 3:7; Luke 24:16; John 5:25; Acts 3:19–21; at 2:00
2679,1975,D&C 101:80
2680,1975,D&C 86:7; D&C 6:33
2681,1975,D&C 88:118
2682,1975,D&C 42:14
2683,1975,D&C 76:1; D&C 1:1; D&C 93:36; D&C 38:42; D&C 1:2; H 1:17
2684,1975,D&C 20:51
2685,1975,D&C 84:17; D&C 84:19; D&C 84:42; D&C 124:137; D&C 84:111; D&C 20:42
2686,1975,Mosiah 5:2; D&C 43:34; D&C 59:9; Mosiah 4:2; D&C 84:43; D&C 84:39; D&C 107:89; Mosiah 4:9–10; Mosiah 18:8–13; D&C 84:33; D&C 84:42
2687,1975,John 12:42–43; Acts 4:12; D&C 121:34
2688,1975,F 1:2; F 1:13; F 1:8; F 1:1; F 1:12; F 1:3; F 1:6; F 1:7; F 1:9; F 1:4; F 1:10; D&C 132:19; D&C 132:29; D&C 107:3; F 1:11; F 1:5
2689,1975,D&C 59:1; D&C 101:80; D&C 130:20; D&C 41:5; Jacob 4:10; D&C 88:42; D&C 134:5; F 1:12; D&C 82:10; D&C 134:1; D&C 130:18; Moses 1:39; Ether 2:12
2690,1975,D&C 101:80; Mosiah 13:22; D&C 42:24
2691,1975,D&C 59:5; Ether 12:6; John 12:44; John 3:16; John 11:25–26; John 15:12
2692,1975,Alma 36:30; James 2:17; Alma 38:1
2693,1975,Discourses 13:53; News 24:594
2694,1975,John 5:25; D&C 138:29; John 14:6; Acts 4:12; D&C 128:22
2695,1975,Amos 8:11; D&C 90:11
2696,1975,H 1:38–39; Malachi 4:5–6; D&C 128:15
2697,1975,John 14:15; John 21:14–17; John 21:16
2698,1975,D&C 105:5; D&C 78:13
2699,1975,James 2:14; D&C 88:33; Moses 7:18
2700,1975,Jacob 2:18–19; D&C 42:31; D&C 44:6; Moses 7:16–18; D&C 105:1; D&C 104:18; Mark 12:31; D&C 38:27; D&C 78:13
2701,1975,Acts 1:11; D&C 4:4; Luke 6:46; D&C 89:5; D&C 59:6; Moses 7:32; D&C 59:16; Moses 3:24
2702,1975,Moroni 10:4; D&C 14:7; D&C 82:10; Moro 10:4; D&C 76:22; James 2:18
2703,1975,Luke 15:5–6; Luke 15:9–10
2704,1975,Job 2:9; Alma 5:40–41; Mosiah 3:21; John 17:3; Hosea 4:1; Mosiah 3:19; Hosea 6:6; D&C 93:1; D&C 76:114
2705,1975,Amos 8:11; H 1:5–17
2706,1975,D&C 29:39
2707,1975,D&C 130:20; James 1:25; Mosiah 2:41; D&C 58:2; D&C 42:18; D&C 132:5; D&C 82:10; D&C 88:34
2708,1975,at 6:00; D&C 39:17; D&C 38:40
2709,1975,D&C 88:15
2710,1975,Alma 41:10; Moses 1:39; D&C 84:49; D&C 18:10
2711,1975,D&C 42:45
2712,1975,John 10:16; Amos 3:7
2713,1975,Alma 32:37–40; Luke 24:6; James 1:5–6; Mark 6:7; Alma 32:17–18
2714,1975,Mark 5:11–13; about 3:30
2715,1975,D&C 103:7; D&C 43:28; John 17:3; D&C 4:2; D&C 38:40; D&C 18:15; D&C 18:10; D&C 33:3; D&C 133:37; D&C 103:9; Luke 10:2; D&C 66:5; D&C 1:2; D&C 90:11
2716,1975,D&C 59:9; D&C 59:12; D&C 59:11; D&C 63:58; D&C 84:44; D&C 59:10; D&C 6:12; D&C 59:13; D&C 32:5; D&C 8:10
2717,1975,Luke 12:15–21; D&C 78:7; D&C 88:22
2718,1975,on 6:15; D&C 19:23; D&C 38:30; Jacob 4:14; Mosiah 2:17; D&C 59:23; D&C 121:19; Deuteronomy 6:6–7; by 7:00
2719,1975,Mark 16:17–18; Acts 3:19–21; D&C 1:20
2720,1975,D&C 101:7; Alma 34:32–33; D&C 14:7; Alma 37:35; Alma 12:24
2721,1975,D&C 88:15; John 10:17–18; D&C 129:1; Luke 24:39; D&C 14:7; F 1:3; D&C 130:18; D&C 76:22; Moses 1:39; D&C 29:26; Moses 5:10–11; H 1:17
2722,1975,F 1:8; D&C 20:14; D&C 42:12; D&C 20:8; D&C 84:54; H 1:21
2723,1975,Mosiah 2:9
2724,1975,John 10:27; D&C 86:8; D&C 86:11; Alma 13:3; D&C 86:10; Luke 22:32; D&C 86:9
2725,1975,H 1:24–25
2726,1975,Moses 1:39
2727,1975,Alma 42:16
2728,1975,Job 7:17–18; D&C 88:15; John 5:28–29; Job 15:14; Luke 24:36–43; John 10:11; Alma 11:42–44; John 21:1–22; D&C 88:17; John 20:11–17; Moses 1:39; John 20:26–29; D&C 93:33; Luke 24:50–51; Luke 24:13–16; D&C 88:14
2729,1975,Alma 34:32–33; John 14:25; Mark 16:15; Luke 18:22; Mark 1:16–18; D&C 58:27; John 8:31
2730,1975,Luke 2:16; John 20:2–4; D&C 1:2
2731,1975,D&C 1:30; D&C 84:110; D&C 89:5; John 4:7; D&C 89:18
2732,1975,Luke 23:34; Job 14:14; John 20:16; John 20:27; John 20:28; Job 19:25–27; D&C 76:22; Acts 4:12; John 14:15; D&C 19:1; John 11:25
2733,1975,Amos 3:7; Luke 24:25; Acts 3:21; Acts 1:11; Acts 2:38–39; Acts 2:37; John 5:39; John 7:16–17
2734,1975,Ether 12:39; Enos 1:10
2735,1975,Alma 29:3; D&C 121:7; John 6:66
2736,1975,Moses 5:16; D&C 18:13; D&C 49:11; D&C 58:47; D&C 6:9
2737,1974,D&C 89:8; D&C 59:6; D&C 63:58; F 1:12; John 17:15–17; D&C 89:5; John 8:31–32; Titus 1:15–16; D&C 49:15; Moses 3:15; D&C 68:25
2738,1974,D&C 68:25
2739,1974,Luke 18:22; D&C 121:35; Mosiah 27:31; Mark 9:24
2740,1974,D&C 59:8; D&C 88:76
2741,1974,Mosiah 27:8; John 21:17; John 21:3–6; John 21:15; Luke 22:32; Mosiah 27:24–26; Luke 22:31–32
2742,1974,D&C 58:28
2743,1974,Moses 4:3–4; D&C 29:45; D&C 10:22; D&C 10:25
2744,1974,H 1:38–39; D&C 124:27; D&C 2:2; H 1:39
2745,1974,D&C 63:9; D&C 42:44; D&C 84:73; D&C 46:7; James 5:16; D&C 42:45; Mark 16:15–18; Acts 5:12; James 5:14–16; D&C 84:64; D&C 35:9; D&C 24:14
2746,1974,Luke 16:19–21; Luke 7:11–15; John 14:2; James 1:27; John 11:25
